ID,Review,Aspects,Sentiment
232,Be warned - between the pizza and spumoni the place is packed nightly in the summer.,"food, place","neutral, negative"
233,"We had hot buffalo tenders for an appetizer, and the waitress didn't bother to come back to check on how we were doing on drinks.","food, staff","neutral, negative"
234,The actors try to draw your attention away from the better stuff that is happening below.,"miscellaneous, staff","neutral, positive"
235,"The small single room--wood panelling, large mirrors, white tablecloths, dim lighting--has few frills.","place, miscellaneous","negative, positive"
236,our waiter forgot a dish and we were constantly checked on afterwards and treated to a complimentary dessert for the mix up.,"staff, food, miscellaneous","negative, neutral, neutral"
237,The staff had apparently booked the room for 2 groups with a 30 minute overlap.,"staff, place, miscellaneous","negative, neutral, neutral"
238,And price is over value for two persons dinner $ 90.,"price, food","negative, neutral"
239,"The owners are incredibly nice too, comping pitchers of margaritas if you sit there and eat for a couple of hours.","staff, food","positive, neutral"
240,The atmosphere would have been almost perfect if it werent for the fact that we were seat right naext to the noisy kitchen but I guess the speedy service comes with a price.,"place, service","negative, positive"
241,"After my friend and I were seated, we were greeted by a gorgeous waitress, who helped us make our way through the large selection of choices on the menu.","staff, menu","positive, neutral"
242,Our waiter was completely unfamiliar with the menu and did not bother to tell us that they were out of several items (even though we arrived at 7 pm on a Saturday night!),"staff, menu","negative, neutral"
243,"Food was at best, mediocre and when the bill finally came they had nerve to add on 20% gratuity even though there was nothing stated on the menu or anywhere that gratuity was included for a party of 5 (usually a party of 6 is gratuity inclusive).","price, menu, food","neutral, neutral, negative"
244,"The service is sweet and attentive, the wine is delicious and the new wine bar around the corner has the most amazing selection, as well as cheeses and tapas.","service, place, miscellaneous, food","positive, neutral, positive, positive"
245,"The Food The Portuguese knack for exploration couldn't be more apparent on the expansive menu, which moves beyond classics like bacalhau to encompass a world of former colonies along with the motherland.","menu, miscellaneous","positive, neutral"
246,"And when I received my $9 glass of wine, I had to ask the waitress if she planned on putting more in -- there was hardly any liquid in the glass!","food, staff","neutral, negative"
247,"We were seated next to some obnoxious women who bogarted the server's time and attention, so he bought us drinks.","staff, food","negative, neutral"
248,"From chicken wings and smoked beef brisket to pulled pork and Texas links, the menu features many barbecue favorites.","food, menu","positive, neutral"
249,"The Food The menu seems quirky, but upon a closer look ingredients are familiar and made into appealing combinations, with influences from Maine to the Mediterranean.","food, menu, ambience","positive, positive, neutral"
250,"While admitably, the seating is a bit cramped, and the menu a tad pricey, the staff does its best to remedy concerns.","place, staff","negative, positive"
251,I couple of weeks ago we went to Supper in the east village and it was so bad that we got up and left and the only way to save the evening of horrible food was to go to Blue Ribbon Bakery and have at least one thing off the menu.,"food, menu","negative, neutral"
252,employees not fighting with each other in front of clients 3 having ALL the ingredients for the meals they have on there menue.,"staff, ambience","negative, neutral"
253,"A hard-drinking, upscale crowd, holding conversations over loud Latin jazz music, packs the small, open dining room and attached bar.","ambience, place","negative, neutral"
254,"The decor reminds me of Miami nightclubs, and we sat in a cool communal strip, where you share your table with people.","ambience, miscellaneous","positive, neutral"
255,"Beautifull people, and a dj that was making me just want to stay and drink more!","staff, food","positive, neutral"
256,Good place for groups of four or large parties but it is not a cozy/intimate setting for 2 although the jazz helps!,"place, ambience","positive, negative"
257,"We got seated right away, We got a nice starter from the kitchen, unfortunately the waiter that brought it could not explain what it was, it was delicious though.","food, place, staff","positive, neutral, negative"
